Tourist Attraction,Restaurant Name,Restaurant Link,Address,Restaurant Website,Hotline,Email,Ranking,Opening and Closing hours,Rating,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Reviewers,Description,Min Price,Max Price,Cuisines,Meal,Special Diets,Features,Image URL
Bình Định,Phung Nga Seafood Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d12592629-Reviews-Phung_Nga_Seafood_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"108 Xuan Dieu, Quy Nhon 00563 Vietnam",nan,+84 186 413 6075,trandangdinh.dcv@gmail.com,#59 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,2 reviews,nan,12.0,600.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b2/57/e9/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Định,Lau Bo Thu Huong,https://www.tripadvisor.com/Restaurant_Review-g608528-d20948572-Reviews-Lau_Bo_Thu_Huong-Quy_Nhon_Binh_Dinh_Province.html,"114 Tran Cao Van, Quy Nhon 820000 Vietnam",https://quan-lau-thu-huong.business.site/,+84 896637545,hieunguyenflatworld@gmail.com,#64 of 128 Restaurants in Quy Nhon,"Sun: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM, Mon: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM, Tue: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM, Wed: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM, Thu: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM, Fri: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM, Sat: 11:00 AM - 1:00 PM3:00 PM - 10:00 PM",5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,"Lunch, Dinner, Drinks",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Wine and Beer, Cash Only, Free Wifi, Dog Friendly, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/61/83/b1/l-u-bo.jpg?w=900&h=-1&s=1
Bình Định,Nha Hang Riverside Quy Nhon,https://www.tripadvisor.com/Restaurant_Review-g608528-d8113224-Reviews-Nha_Hang_Riverside_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,"Cầu Hà Thanh 1 - Võ Nguyên Giáp, Quy Nhon Vietnam",http://riversidequynhon.com,+84 56 2211 333,riversidequynhon@gmail.com,#55 of 128 Restaurants in Quy Nhon,"Sun: 8:00 AM - 10:00 PM, Mon: 8:00 AM - 10:00 PM, Tue: 8:00 AM - 10:00 PM, Wed: 8:00 AM - 10:00 PM, Thu: 8:00 AM - 10:00 PM, Fri: 8:00 AM - 10:00 PM, Sat: 8:00 AM - 10:00 PM",4.0,nan,3.6,nan,nan,7 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/f2/8e/9a/river-view.jpg?w=900&h=500&s=1
Bình Định,Vuong Khang Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d14802788-Reviews-Vuong_Khang_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"Road No. 4 Ly Hung Hamlet, Nhon Ly Commune, Quy Nhon 590000 Vietnam",https://vuongkhangtravel.com/pages/nha-hang-hai-san,+84 90 530 57 89,dulichvuongkhang@gmail.com,#56 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8f/d5/b3/20190208-211733-largejpg.jpg?w=900&h=500&s=1
Bình Định,Nha Hang Ngoc Han,https://www.tripadvisor.com/Restaurant_Review-g608528-d15336281-Reviews-Nha_Hang_Ngoc_Han-Quy_Nhon_Binh_Dinh_Province.html,"Truong Van Cua Street, Quy Nhon 590000 Vietnam",http://nhahangngochan.vn,+84 93 596 98 79,info@nhahangngochan.vn,#62 of 128 Restaurants in Quy Nhon,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",4.0,nan,nan,nan,nan,5 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",nan,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9e/ca/ac/tuy-t-v-i.jpg?w=900&h=500&s=1
Bình Định,Phở Vũ Gia Truyền,https://www.tripadvisor.com/Restaurant_Review-g608528-d21331856-Reviews-Ph_Vu_Gia_Truy_n-Quy_Nhon_Binh_Dinh_Province.html,"606 Trần Hưng Đạo, Quy Nhon 55000 Vietnam",https://www.facebook.com/phovu606tranhungdao/,+(84)036946269,phamnho.da@gmail.com,#63 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,1 review,nan,1.0,2.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/32/df/a4/ph-b-p-bo.jpg?w=800&h=500&s=1
Bình Định,Quan Agata’s,https://www.tripadvisor.com/Restaurant_Review-g608528-d19235142-Reviews-Quan_Agata_s-Quy_Nhon_Binh_Dinh_Province.html,"06-07 Nguyen Hoang Dong Da, Quy Nhon 590000 Vietnam",nan,+84 256 3792 424,nan,#34 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,3 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/ba/b0/ee/agata-s-cafe.jpg?w=900&h=500&s=1
Bình Định,Tân Nam Hải Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d25452902-Reviews-Tan_Nam_H_i_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"332 Dien Hong Street Ngo May Ward, Quy Nhon 590000 Vietnam",https://www.facebook.com/nhahangtannamhai.quynhon/,+84 256 3522 999,nhahangtannamhai.quynhon@gmail.com,#82 of 128 Restaurants in Quy Nhon,"Sun: 8:30 AM - 10:00 PM, Mon: 8:30 AM - 10:30 PM, Tue: 8:30 AM - 10:30 PM, Wed: 8:30 AM - 10:30 PM, Thu: 8:30 AM - 10:30 PM, Fri: 8:30 AM - 10:30 PM, Sat: 8:30 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,"Tân Nam Hải Restaurant Trải nghiệm ẩm thực tinh hoa Tự hào là nhà hàng quy mô bậc nhất tại Quy Nhơn. Không gian thiết kế đa phong cách, sang trọng, đẳng cấp thực khách có thể thoải mái lựa chọn không gian yêu thích. Với vị trí đắc địa, gần quảng trường và bờ biển, lối kiến trúc hiện đại, nhà hàng Tân Nam Hải phục vụ ẩm thực đặc sản địa phương và các vùng miền khác: dúi núi, heo mọi,... Ngoài ra, chúng tôi phục vụ thực khách các món ăn & nền ẩm thực đa quốc gia nổi tiếng như Trung Hoa, Nhật Bản & các quốc gia Tây Âu",3.0,12.0,nan,"Lunch, Dinner, Brunch, Drinks",nan,"Delivery, Reservations, Private Dining, Parking Available, Street Parking, Validated Parking, Valet Parking, Free off-street parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/dd/32/e3/combo-ti-c-tan-nam-h.jpg?w=900&h=500&s=1
Bình Định,S.Blue Restaurant & Bar,https://www.tripadvisor.com/Restaurant_Review-g608528-d15122838-Reviews-S_Blue_Restaurant_Bar-Quy_Nhon_Binh_Dinh_Province.html,"Xuan Dieu Street, Quy Nhon 590000 Vietnam",https://www.facebook.com/SBlue-Restaurant-Bar-242006246222360/,+84 93 303 60 61,tuyendung.s.blue@gmail.com,#67 of 128 Restaurants in Quy Nhon,nan,3.5,nan,nan,nan,nan,4 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/1b/97/b5/photo0jpg.jpg?w=900&h=500&s=1
Bình Định,Sau Thu Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d10060004-Reviews-Sau_Thu_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"121 Tran Cao Van, Quy Nhon Vietnam",nan,nan,nan,#41 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,4 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Phở Cao Lẩu,https://www.tripadvisor.com/Restaurant_Review-g608528-d27425543-Reviews-Ph_Cao_L_u-Quy_Nhon_Binh_Dinh_Province.html,"79 Trần Phú, Quy Nhon Vietnam",https://www.facebook.com/p/Ph%E1%BB%9F-Cao-L%E1%BA%A9u-79-Tr%E1%BA%A7n-Ph%C3%BA-Quy-Nh%C6%A1n-100054278840048/,+84 256 3822 977,nan,#53 of 128 Restaurants in Quy Nhon,"Sun: 6:00 AM - 11:00 PM, Mon: 6:00 AM - 11:00 PM, Tue: 6:00 AM - 11:00 PM, Wed: 6:00 AM - 11:00 PM, Thu: 6:00 AM - 11:00 PM, Fri: 6:00 AM - 11:00 PM, Sat: 6:00 AM - 11:00 PM",5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7f/6c/13/caption.jpg?w=500&h=300&s=1
Bình Định,Oc Ghe Co Xi,https://www.tripadvisor.com/Restaurant_Review-g608528-d13276526-Reviews-Oc_Ghe_Co_Xi-Quy_Nhon_Binh_Dinh_Province.html,"40 Dao Duy Tu, Quy Nhon 590000 Vietnam",nan,nan,nan,#70 of 128 Restaurants in Quy Nhon,"Sun: 3:00 PM - 8:00 PM, Mon: 3:00 PM - 8:00 PM, Tue: 3:00 PM - 8:00 PM, Wed: 3:00 PM - 8:00 PM, Thu: 3:00 PM - 8:00 PM, Fri: 3:00 PM - 8:00 PM, Sat: 3:00 PM - 8:00 PM",5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/cf/f6/a0/xia-h-p-thai-clam-steamed.jpg?w=900&h=-1&s=1
Bình Định,C.e.o Pub,https://www.tripadvisor.com/Restaurant_Review-g608528-d23280108-Reviews-C_e_o_Pub-Quy_Nhon_Binh_Dinh_Province.html,"07 Nguyễn Tất Thành, Quy Nhon 55100 Vietnam",http://www.facebook.com/ceopubquynhon,+84 98 560 60 64,nan,#45 of 128 Restaurants in Quy Nhon,"Sun: 6:00 PM - 1:00 AM, Mon: 6:00 PM - 1:00 AM, Tue: 6:00 PM - 1:00 AM, Wed: 6:00 PM - 1:00 AM, Thu: 6:00 PM - 1:00 AM, Fri: 6:00 PM - 1:00 AM, Sat: 6:00 PM - 1:00 AM",5.0,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,Dinner,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d2/16/47/n-m-ngay-sieu-th-coopmark.jpg?w=600&h=400&s=1
Bình Định,PIZZA H-P,https://www.tripadvisor.com/Restaurant_Review-g608528-d7945966-Reviews-PIZZA_H_P-Quy_Nhon_Binh_Dinh_Province.html,"68 Tran Cao Van, Quy Nhon 53000 Vietnam",nan,+84 93 494 30 38,nan,#73 of 128 Restaurants in Quy Nhon,nan,3.5,nan,nan,nan,nan,7 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b7/f9/ba/pig-bbq.jpg?w=900&h=500&s=1
Bình Định,Enjoy Quan,https://www.tripadvisor.com/Restaurant_Review-g608528-d12847190-Reviews-Enjoy_Quan-Quy_Nhon_Binh_Dinh_Province.html,"16 Đinh Cong Trang, Quy Nhon 820000 Vietnam",http://www.enjoyquan.com,+84 96 645 48 09,nan,#72 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,1 review,Enjoy QUan good food good service good view,1.0,20.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/6b/5d/4f/getlstd-property-photo.jpg?w=500&h=300&s=1
Bình Định,Quan Dac San Huong Linh,https://www.tripadvisor.com/Restaurant_Review-g608528-d16780353-Reviews-Quan_Dac_San_Huong_Linh-Quy_Nhon_Binh_Dinh_Province.html,"Road No. 20 Nhon Phuoc, Nhon Hoi, Quy Nhon 590000 Vietnam",nan,+84 774 421 478,nan,#66 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b1/f2/48/quan-d-c-s-n-huong-linh.jpg?w=900&h=500&s=1
Bình Định,Anh Nhat Gia Vien Restaurant,https://www.tripadvisor.com/Restaurant_Review-g608528-d10800976-Reviews-Anh_Nhat_Gia_Vien_Restaurant-Quy_Nhon_Binh_Dinh_Province.html,"1087 Tran Hung Dao Street, Dong Da Ward, Quy Nhon Vietnam",nan,+84 56 3794 493,nan,#50 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,4 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/0f/92/05/photo9jpg.jpg?w=900&h=500&s=1
Bình Định,Khanh My Coffee Shop,https://www.tripadvisor.com/Restaurant_Review-g608528-d11826826-Reviews-Khanh_My_Coffee_Shop-Quy_Nhon_Binh_Dinh_Province.html,"100 Pham Hung Ly Thuong Kiet Ward, Quy Nhon Vietnam",nan,+84 56 3822 788,nan,#76 of 128 Restaurants in Quy Nhon,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Nha hang Bao Nam - Hai San Eo Gio,https://www.tripadvisor.com/Restaurant_Review-g608528-d17436669-Reviews-Nha_hang_Bao_Nam_Hai_San_Eo_Gio-Quy_Nhon_Binh_Dinh_Province.html,"Thon Ly Hung, Xa Nhon Ly, Quy Nhon 590000 Vietnam",https://www.facebook.com/dacsanbienbaonam/,+84 90 712 81 29,nan,#84 of 128 Restaurants in Quy Nhon,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,3.0,1.0,nan,"Breakfast, Lunch, Dinner, Drinks",nan,"Outdoor Seating, Buffet, Seating, Street Parking, Free off-street parking",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/86/60/11/ca-no-hi-n-d-i-khong.jpg?w=900&h=500&s=1
Bình Định,Quan Zippo Mu Tat & Em,https://www.tripadvisor.com/Restaurant_Review-g608528-d14145192-Reviews-Quan_Zippo_Mu_Tat_Em-Quy_Nhon_Binh_Dinh_Province.html,"240 Nguyen Thi Dinh, Quy Nhon Vietnam",https://www.facebook.com/Tamzippo123/,+84 98 309 83 15,nan,#79 of 128 Restaurants in Quy Nhon,nan,3.0,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5a/82/44/quan-zippo-mu-tat-em.jpg?w=900&h=500&s=1
Bình Định,Khu làng Ẩm thực và Dịch vụ The Thon,https://www.tripadvisor.com/Restaurant_Review-g15334830-d25312111-Reviews-Khu_lang_m_th_c_va_D_ch_v_The_Thon-Cat_Hai_Binh_Dinh_Province.html,"Vĩnh Hội, Cát Hải, Phù Cát, Bình Định, Cat Hai 55320 Vietnam",nan,+84 348 361 380,opm.thethon@eliteproperty.vn,nan,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,Khu vui chơi giải trí trên biển kết hợp dịch vụ ăn uống,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/27/de/ad/bai-bi-n-tuy-t-d-p-mon.jpg?w=900&h=500&s=1
Bình Định,Tuan Tu,https://www.tripadvisor.com/Restaurant_Review-g608528-d13368895-Reviews-Tuan_Tu-Quy_Nhon_Binh_Dinh_Province.html,"160 Xuan Dieu, Quy Nhon Vietnam",https://www.facebook.com/tuantu160/,+84 166 417 0017,nan,#71 of 128 Restaurants in Quy Nhon,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/c0/92/36/img-20180112-wa0009-largejpg.jpg?w=900&h=500&s=1
Bình Định,Cơm Đồng Quê,https://www.tripadvisor.com/Restaurant_Review-g608528-d24817929-Reviews-Com_D_ng_Que-Quy_Nhon_Binh_Dinh_Province.html,"20 Tôn Đức Thắng, Quy Nhon Vietnam",http://www.comdongque.com.vn,+84 367 158 270,nan,nan,"Sun: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM, Mon: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM, Tue: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM, Wed: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM, Thu: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM, Fri: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM, Sat: 10:00 AM - 2:00 PM6:00 PM - 9:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner",nan,"Delivery, Outdoor Seating, Seating, Street Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Live Music, Jazz Bar, Sports bars",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/15/ea/0a/in-front-of-the-restaurant.jpg?w=900&h=500&s=1
Bình Định,Dong,https://www.tripadvisor.com/Restaurant_Review-g608528-d1745776-Reviews-Dong-Quy_Nhon_Binh_Dinh_Province.html,Quy Nhon Vietnam,nan,nan,nan,#61 of 128 Restaurants in Quy Nhon,"Sun: 7:00 AM - 11:00 PM, Mon: 7:00 AM - 11:00 PM, Tue: 7:00 AM - 11:00 PM, Wed: 7:00 AM - 11:00 PM, Thu: 7:00 AM - 11:00 PM, Fri: 7:00 AM - 11:00 PM, Sat: 7:00 AM - 11:00 PM",4.0,nan,nan,nan,nan,6 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Định,Can Tin San Bay,https://www.tripadvisor.com/Restaurant_Review-g608528-d18378503-Reviews-Can_Tin_San_Bay-Quy_Nhon_Binh_Dinh_Province.html,"Before the entrance of Phu Cat airport, Quy Nhon 590000 Vietnam",nan,+84 256 6533 339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,40.0,nan,nan,nan,nan,nan
Bình Định,Cha Ca Ba Bay Quy Nhon,https://www.tripadvisor.com/Restaurant_Review-g608528-d14070462-Reviews-Cha_Ca_Ba_Bay_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,"38 Nguyen Lu, Quy Nhon Vietnam",nan,+98 50 1346 7090,nan,#75 of 128 Restaurants in Quy Nhon,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Bun Rieu Manh Em,https://www.tripadvisor.com/Restaurant_Review-g608528-d24139907-Reviews-Bun_Rieu_Manh_Em-Quy_Nhon_Binh_Dinh_Province.html,"82 Hoang Hoa Tam, Quy Nhon Vietnam",http://www.facebook.com/profile.php?id=100050712971579,+84 90 534 15 41,vlongd@live.com,nan,"Sun: 6:00 AM - 2:00 PM, Mon: 6:00 AM - 2:00 PM, Tue: 6:00 AM - 2:00 PM, Wed: 6:00 AM - 2:00 PM, Thu: 6:00 AM - 2:00 PM, Fri: 6:00 AM - 2:00 PM, Sat: 6:00 AM - 2:00 PM",nan,nan,nan,nan,nan,nan,Outdoors Dining - Soup Pork - Beef - Fish. Bun Cha Ca,nan,nan,nan,"Breakfast, Lunch",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/7b/e9/18/quality-food-bun-bo-hue.jpg?w=900&h=500&s=1
Bình Định,Nho Bien Quan,https://www.tripadvisor.com/Restaurant_Review-g608528-d19116286-Reviews-Nho_Bien_Quan-Quy_Nhon_Binh_Dinh_Province.html,"Eo Gio, Ly Luong, Nhon Ly, Quy Nhon 590000 Vietnam",http://www.nhobienquan.com/,+84 98 444 37 90,dulichnhobienquan@gmail.com,#83 of 128 Restaurants in Quy Nhon,"Sun: 12:00 AM - 11:59 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,"Nho Bien Quan -Seafood restaurant is located at a well-know destination - Eo Gio scienic site in Ly Luong Hamlet, Nhon Ly Commune, Quy Nhon City, Binh Dinh Province; It is an advantage for us to serve visitors with beautififul landscapes at the whole and enjoy their trips privately. Just three minutes of walking, you can have a nice seeing for the whole beauty of Eo Gio- one of the best places for sunrise viewing in Vietnam and và visit Ngoc Hoa Pagoda nearby with an artistic work of two-face Bodhi Buddha. Our service is trusted for fresh seafoods and food safety and hygiene in the locality as well as Quy Nhon City. It is highly ranked and become the first choice for visitors, travellers and foreign tourists as a group, team and family when they will able to stay for a rest and relaxation during their exciting trips. Our business is largely spaced for numerous sittings and professionally served for holding big events as company celebrations, birth day party, etc. with delicious foods.",0.0,1.0,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/8d/2a/2a/chu-n-b-ti-c-chu-dao.jpg?w=900&h=500&s=1
Bình Định,nhà hàng Coco Jambo Quy Nhơn,https://www.tripadvisor.com/Restaurant_Review-g608528-d25126155-Reviews-Nha_hang_Coco_Jambo_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html,"Thôn Lý Hưng, Xã Nhơn Lý, Quy Nhon Vietnam",nan,+84 98 817 77 09,booking@cocojambo.vn,nan,"Sun: 7:00 AM - 9:00 PM, Mon: 7:00 AM - 9:00 PM, Tue: 7:00 AM - 9:00 PM, Wed: 7:00 AM - 9:00 PM, Thu: 7:00 AM - 9:00 PM, Fri: 7:00 AM - 9:00 PM, Sat: 7:00 AM - 9:00 PM",nan,nan,nan,nan,nan,nan,"Nhà hàng Coco Jambo Quy Nhơn tọa lạc ngay mặt biển thuộc thôn Lý Hưng, Xã Nhơn Lý, Thành phố Quy Nhơn, Bình Định. Chuyên cung cấp dịch vụ Land tour Kỳ Co chất lượng cao. Với lợi thế ngay vị trí Bãi Bấc – vùng biển đẹp nhất Làng chài Nhơn Lý, lặn san hô tại Bãi Dứa – bãi san hô tự nhiên đẹp nhất Quy Nhơn thì chúng tôi tin rằng Khách hàng sẽ được trải nghiệm những dịch vụ tuyệt vời nhất. Những lý do thuyết phục để Quý khách hàng/ Quý đối tác lựa chọn Coco Jambo Quy Nhơn? 1. Được xây dựng kiên cố với 3 sàn, hệ thống tắm tráng, nhà vệ sinh sạch sẽ khang trang, hiện đại. 2. Nằm trực diện mặt biển Bãi Bấc không mất quá nhiều thời gian để chờ đợi Cano. 3. Với 3 view thông thoáng, tạo cảm giác thiên nhiên gần biển cho Khách hàng du lịch tới thiên đường biển đảo Kỳ Co 4. Món ăn tươi ngon, gồm 10 món Hải sản hấp dẫn được nhiều du khách, Local Guide đánh giá tốt với chất lượng bữa ăn. 5. Bè ngắm san hô rộng rãi. 6. Phòng máy lạnh nghỉ trưa mát mẻ dành cho du khách đi Tour Kỳ Co 7. Giá dịch vụ phù hợp với thị trường chung và đảm bảo chất lượng. 8. Đội ngũ nhà hàng là người dân làng chài, am hiểu kiến thức, hiền lành và phục vụ tốt, nhiệt tình cho Khách hàng. 9. Đội ngũ setup BBQ với nhiều năm kinh nghiệm.",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Định,Ngoc Nga Icecream,https://www.tripadvisor.com/Restaurant_Review-g608528-d8559758-Reviews-Ngoc_Nga_Icecream-Quy_Nhon_Binh_Dinh_Province.html,"326D Phan Boi Chau street, Quy Nhon Vietnam",nan,nan,nan,#74 of 128 Restaurants in Quy Nhon,nan,4.0,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Định,Nha Hang Ngan Khoi,https://www.tripadvisor.com/Restaurant_Review-g608528-d17395392-Reviews-Nha_Hang_Ngan_Khoi-Quy_Nhon_Binh_Dinh_Province.html,"Nhon Hai, Quy Nhon 590000 Vietnam",https://www.facebook.com/Nh%C3%A0-H%C3%A0ng-Ng%C3%A0n-Kh%C6%A1i-207426399739310/,+84 98 938 16 87,nan,nan,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/70/b9/91/nha-hang-ngan-khoi-nhon.jpg?w=800&h=500&s=1
Bình Định,Coeur,https://www.tripadvisor.com/Restaurant_Review-g608528-d24113732-Reviews-Coeur-Quy_Nhon_Binh_Dinh_Province.html,"228 xuân diệu, Quy Nhon Vietnam",nan,+84 98 697 37 57,nan,nan,"Sun: 5:00 PM - 12:00 AM, Tue: 5:00 PM - 11:00 PM, Wed: 5:00 PM - 11:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 5:00 PM - 12:00 AM",nan,nan,nan,nan,nan,nan,Bistro/bar/restaurant,nan,nan,nan,Dinner,nan,nan,nan
Bình Định,Quan Ba Cay xoai,https://www.tripadvisor.com/Restaurant_Review-g608528-d12592526-Reviews-Quan_Ba_Cay_xoai-Quy_Nhon_Binh_Dinh_Province.html,"Đao Tan, Quy Nhon Vietnam",nan,nan,nan,#77 of 128 Restaurants in Quy Nhon,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
